,Position,date,persName,roleName
239,Head of Colombo Plan Department (from 1955 until 1959),1958-1959,George Davey,
240,Head of Colombo Plan Department (from 1955 until 1959),1959,Martin J. Moynihan,"C.M.G., M.C."
241,Head of Common Market Department (from 1961 until 1963 and from 1967),1961-1963,Sir James R.A. Bottomley,K.C.M.G.
242,Head of Common Market Department (from 1961 until 1963 and from 1967),1967-1968,F.G. Kenna Gallagher,C.M.G.
243,Head of Economic General Department (from 1963 until 1967),1963-1966,Thomas W. Keeble,
244,Head of Economic General Department (from 1963 until 1967),1966-1967,John F. Wearing,
245,Head of Financial Policy Department (from 1963; Development and Financial Policy and West African Economic Development from 1964),1963,Harold E. Davies,
246,Head of Financial Policy Department (from 1963; Development and Financial Policy and West African Economic Development from 1964),1963-1966,John D. Hennings,C.M.G.
247,Head of Financial Policy Department (from 1963; Development and Financial Policy and West African Economic Development from 1964),1966-1968,Sir Kenneth C. Christofas,K.C.M.G.
248,Head of Western Economic Development Department (from 1965),1965-1967,F.G. Kenna Gallagher,C.M.G.
249,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1949-1952,Leonard B. Walsh Atkins,"C.M.G., C.V.O."
250,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1952-1954,Maurice E. Antrobus,"C.M.G., O.B.E."
251,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1954-1958,John P. Gibson,C.B.E.
252,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1958-1961,Denis M. Cleary,C.M.G.
253,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1962-1963,James C. Morgan,C.M.G.
254,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1963-1967,Leonore E.T. Storar,
255,Head of General Department (Migration and General Department from 1956 until 1960; General Department from 1960 until 1962; Nationality and General from 1963 until 19_; Migration and General from 196_),1967-1968,Brian H. Heddy,
256,Head of Constitutions Department (from 1966),1966-1958,John W. Stacpoole,
257,Head of Aviation and Telecommunications Department (from 1966),1966-1968,Robert M. Blaikley,
258,Head of Southern Rhodesia and Communications Department (until 1952; Communications Department from 1953),194_-1954,John P. Gibson,C.B.E.
259,Head of Southern Rhodesia and Communications Department (until 1952; Communications Department from 1953),1954-1965,Cyril G. Costley-White,C.M.G.
260,Head of News Department,1960-1962,Thomas A.H. Scott,
261,Head of News Department,1962-1963,Sir Harold Smedley,K.C.M.G.
262,Head of News Department,1964-1967,William S.G. Smele,
263,Head of News Department,1967,Joseph S. Ellis,"C.M.G., O.B.E."
264,Head of News Department,1967-1968,Denis D. Condon,O.B.E.
265,Head of Information Department (and Cultural Relations from 1956 until 1957),1948-1954,Alec H. Joyce,"C.I.E., C.B.E."
266,Head of Information Department (and Cultural Relations from 1956 until 1957),1954-1957,Ben Cockram,"C.M.G., O.B.E."
267,Head of Information Policy Department (from 1958 until 1965),1958-1960,Robin L.D. Jasper,C.M.G.
268,Head of Information Policy Department (from 1958 until 1965),1960-1962,Sir Harold Smedley,"K.C.M.G., M.B.E."
269,Head of Information Policy Department (from 1958 until 1965),1962-1963,John T. Hughes,O.B.E.
270,Head of Information Policy Department (from 1958 until 1965),1963-1964,Alan J. Brown,
271,Head of Information Policy Department (from 1958 until 1965),1964-1965,Bernard R. Curson,C.M.G.
272,Head of Information Services Department (from 1959 until 1966),1959-1962,John T. Hughes,O.B.E.
273,Head of Information Services Department (from 1959 until 1966),1962-1966,Joseph S. Ellis,"C.M.G., O.B.E."
274,Head of Cultural Relations Department (Education from 1960 until 1962),1960,Paul F. Brandt,
275,Head of Cultural Relations Department (Education from 1960 until 1962),1960-1963,Peter Pares,
276,Head of Cultural Relations Department (Education from 1960 until 1962),1963-1966,John T. Hughes,O.B.E.
277,Head of Cultural Relations Department (Education from 1960 until 1962),1966-1968,Victor C. Martin,O.B.E.
278,Head of Establishment Department (Personnel Department from 1960 until 1964),1949-1952,Rt. Hon. Lord Saint Brides,"G.C.M.G., C.V.O., M.B.E."
279,Head of Establishment Department (Personnel Department from 1960 until 1964),1952-1954,Lord Thurlow,K.C.M.G.
280,Head of Establishment Department (Personnel Department from 1960 until 1964),1954-1955,Maurice R. Metcalf,"C.M.G., O.B.E."
281,Head of Establishment Department (Personnel Department from 1960 until 1964),1955-1958,Sir C. Michael Walker,G.C.M.G.
282,Head of Establishment Department (Personnel Department from 1960 until 1964),1958-1959,Leonard B. Walsh Atkins,"C.M.G., C.V.O."
283,Head of Establishment Department (Personnel Department from 1960 until 1964),1959-1961,Sir Edward N. (Nick) Larmour,K.C.M.G.
284,Head of Establishment Department (Personnel Department from 1960 until 1964),1961-1963,Sir David L. Cole,"K.C.M.G., M.C."
285,Head of Establishment Department (Personnel Department from 1960 until 1964),1963-1964,Kenneth A. East,C.M.G.
286,Head of Services Department (until 195_),1949-195_,Colwell Iddon,O.B.E.
287,Head of Administration Department (from 1960),1960-1961,Sir David L. Cole,"K.C.M.G., M.C."
288,Head of Administration Department (from 1960),1961-1964,John S. Gandee,"C.M.G., O.B.E."
289,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1930-1937,Sir Edward H. Marsh,"K.C.V.O., C.B., C.M.G."
290,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1937-1939,Sir Walter C. Hankinson,"K.C.M.G., O.B.E., M.C."
291,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1939-1940,Norman E. Archer,"C.M.G., O.B.E."
292,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1940-1943,Lord Garner,G.C.M.G.
293,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1942-1945,Sir W. Arthur W. Clark,"K.C.M.G., C.B.E."
294,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1945-1946,Sir Geofroy W. Tory,K.C.M.G.
295,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1946-1948,Lord Thurlow,K.C.M.G.
296,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1948-1950,Bernard R. Curson,C.M.G.
297,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1950-1952,Eleanor J. Emery,C.M.G.
298,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1952-1953,Desmond J.C. Crawley,"C.M.G., C.V.O."
299,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1953-1954,Ronald H. Belcher,C.M.G.
300,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1954-1957,Sir Harold Smedley,"K.C.M.G., M.B.E."
301,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1957-1960,Sir David L. Cole,"K.C.M.G., M.C."
302,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1960-1962,Sir Frank Mills,"K.C.V.O., C.M.G."
303,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1962-1964,Nicolaas B.J. Huijsman,C.M.G.
304,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1964-1965,Sir Peter J.S. Moon,"K.C.V.O., C.M.G."
305,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1965-1967,Sir Oliver G. Forster,"K.C.M.G., L.V.O."
306,Principal Private Secretary to the Secretary of State for the Dominions/Commonwealth Relations/Commonwealth Affairs,1967-1968,Sir John R. Williams,K.C.M.G.
