,Position,date,persName,roleName
221,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1905-1916,Sir Herbert J. Read,"K.C.M.G., C.B."
222,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1916-1917,Sir Frederick G.A. Butler,"K.C.M.G., C.B."
223,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1917-1927,Sir W. Cecil Bottomley,"K.C.M.G., C.B., O.B.E."
224,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1927-1931,Sir A.C. Cosmo Parkinson,"G.C.M.G., K.C.B., O.B.E."
225,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1931-1934,Harold T. Allen,C.M.G.
226,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1934-1937,John E.W. Flood,C.M.G.
227,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1937-1938,Sir Arthur J. Dawe,"K.C.M.G., O.B.E."
228,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1938-1939,Sir L. Brian Freeston,"K.C.M.G., O.B.E."
229,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1939-1943,Sir George F. Seel,K.C.M.G.
230,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),194_-19_,Norman L. Mayle,C.M.G.
231,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1943-1947,Sir Andrew B. Cohen,"K.C.M.G., K.C.V.O., O.B.E."
232,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1947-1950,J.H. Wallace,
233,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1950-1953,Sir Philip Rogers,"G.C.B., C.M.G."
234,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1953-1955,Sir Edgeworth B. David,"K.B.E., C.M.G."
235,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1955-1958,William A.C. Mathieson,"C.B., C.M.G., M.B.E."
236,Head of East Africa Department (East Africa and Mediterranean Department from 1907 until 1909; East Africa and Central Africa Department from 194_ until 19_; East Africa A Department from until 1963),1958-1963,Fernley D. Webber,"C.M.G., M.C., T.D."
237,Head of East Africa B Department (from 1961 until 1962),1961-1962,James C. Morgan,C.M.G.
238,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1920-1924,Sir Charles Strachey,"K.C.M.G., C.B."
239,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1924-1933,John F.N. Green,
240,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1933-1937,Sir John A. Calder,K.C.M.G.
241,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1937-1939,Edmund B. Boyd,"C.M.G., C.V.O."
242,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1939-1940,Sir Gerald H. Creasy,"K.C.M.G., O.B.E."
243,Head of Tanganyika and Somaliland Department (from 1920 until 194_,1940-194_,Edmund B. Boyd,"C.M.G., C.V.O."
244,Head of South African Department (from 1896 until 1907 and from 1961),1896-1907,Sir Hartmann W. Just,"K.C.M.G., C.B."
245,Head of South African Department (from 1896 until 1907 and from 1961),1902-1904,Sir George W. Fiddes,"G.C.M.G., K.C.B."
246,Head of South African Department (from 1896 until 1907 and from 1961),1904-1907,Sir C. Alexander Harris,"K.C.M.G., C.B., C.V.O."
247,Head of South African Department (from 1896 until 1907 and from 1961),1961-1962,Edwin L. Sykes,C.M.G.
248,Head of South African Department (from 1896 until 1907 and from 1961),1962-1966,Archibald Campbell,C.M.G.
249,Head of Aden Department (Aden and General Department from 1959 until 1962; Aden and Social Service Department from 1962 until 1963),1959-1962,Ian B. Watt,C.M.G.
250,Head of Aden Department (Aden and General Department from 1959 until 1962; Aden and Social Service Department from 1962 until 1963),1962-1966,Charles S. Roberts,C.M.G.
251,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1837-1860,Gordon Gairdner,C.M.G.
252,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1860-1872,Sir Charles Cox,"K.C.M.G., C.B."
253,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1879-1881,Richard P. Ebden,C.B.
254,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1881-1887,Gowran W.B. De Robeck,
255,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1887-1888,Arthur A. Pearson,C.M.G.
256,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1888-1892,Edward D. Fairfield,"C.B., C.M.G."
257,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1892-1896,Sir Frederick Graham,K.C.B.
258,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1896-1897,Sir Charles P. Lucas,"K.C.B., K.C.M.G."
259,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1897-1900,Sir William A. Baillie-Hamilton,"K.C.M.G., C.B."
260,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1900-1904,George W. Johnson,C.M.G.
261,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1904-1909,Sir George V. Fiddes,"G.C.M.G., K.C.B."
262,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1909-1926,Arthur E. Collins,
263,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1926-1931,Walter D. Ellis,C.M.G.
264,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1931-1933,E. Rowland Darnley,
265,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1933-1934,John E.W. Flood,C.M.G.
266,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1934-1936,Harold T. Allen,C.M.G.
267,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1936-1938,Sir Arthur J. Dawe,"K.C.M.G., O.B.E."
268,"Head of Eastern Department (Australia and Eastern Department until 1867; Eastern from 1867 until 1872, from 1879 until 1888 and from 1896 until 1920; Eastern and South African from 1888 until 1896; Far Eastern Department from 1920 until 1931; Pacific and Mediterranean Department from 1931 until 194_)",1938-194_,Andrew B. Acheson,C.M.G.
269,Head of Ceylon and Mauritius Department (from 1920; Ceylon and Mediterranean Department from 1929 until 1932; Eastern Department from 1931),1920-1939,H. Russell Cowell,C.M.G.
270,Head of Ceylon and Mauritius Department (from 1920; Ceylon and Mediterranean Department from 1929 until 1932; Eastern Department from 1931),1939-1942,Sir G. Edward J. Gent,K.C.M.G.
271,Head of Eastern A Department (from 194_; South-East Asia Department from 1949 until 1954),194_-1947,Sir J. John Paskin,"K.C.M.G., M.C."
272,Head of Eastern A Department (from 194_; South-East Asia Department from 1949 until 1954),1947-1948,Henry T. Bourdillon,C.M.G.
273,Head of Eastern A Department (from 194_; South-East Asia Department from 1949 until 1954),1948-1952,John D. Higham,C.M.G.
274,Head of Eastern A Department (from 194_; South-East Asia Department from 1949 until 1954),1952-1954,Sir Angus M. MacKintosh,"K.C.V.O., C.M.G."
275,Head of Eastern B Department (from 194_,1944-1948,Norman L. Mayle,C.M.G.
276,Head of Ceylon and Pacific Department (until 194_),194_-1948,John B. Sidebotham,C.M.G.
277,Head of Hong Kong (and Pacific Department from 1949 until 1959; Pacific and Indian Ocean Department from 1959),1948-1954,John B. Sidebotham,C.M.G.
278,Head of Hong Kong (and Pacific Department from 1949 until 1959; Pacific and Indian Ocean Department from 1959),1955-1962,Harold P. Hall,"C.M.G., M.B.E."
279,Head of Hong Kong (and Pacific Department from 1949 until 1959; Pacific and Indian Ocean Department from 1959),1962-1964,John E. Marnham,"C.M.G., M.C., T.D."
280,Head of Hong Kong (and Pacific Department from 1949 until 1959; Pacific and Indian Ocean Department from 1959),1964-1968,Anthony J. Fairclough,
281,Head of Far East Department (Hong Kong and Defence and General Department from 1963 until 1965; Hong Kong and West Indies C Department from 1965),1954-1956,Sir Angus M. MacKintosh,"K.C.V.O., C.M.G."
282,Head of Far East Department (Hong Kong and Defence and General Department from 1963 until 1965; Hong Kong and West Indies C Department from 1965),1956-1957,Sir John B. Johnston,"G.C.M.G., K.C.V.O."
283,Head of Far East Department (Hong Kong and Defence and General Department from 1963 until 1965; Hong Kong and West Indies C Department from 1965),1957-1962,Walter I.J. Wallace,"C.M.G., O.B.E."
284,Head of Far East Department (Hong Kong and Defence and General Department from 1963 until 1965; Hong Kong and West Indies C Department from 1965),1963-1965,John D. Higham,C.M.G.
285,Head of Far East Department (Hong Kong and Defence and General Department from 1963 until 1965; Hong Kong and West Indies C Department from 1965),1965-1968,William S. Carter,C.V.O.
286,Head of General Department (and Defence from 1940 until 1956),1870-1874,Sir William Robinson,G.C.M.G.
287,Head of General Department (and Defence from 1940 until 1956),1874-1879,Richard P. Ebden,C.B.
288,Head of General Department (and Defence from 1940 until 1956),1879-1880,Sir Ernest E. Blake,K.C.M.G.
289,Head of General Department (and Defence from 1940 until 1956),1880-1896,Richard P. Ebden,C.B.
290,Head of General Department (and Defence from 1940 until 1956),1896-1907,Francis R. Round,C.M.G.
291,Head of General Department (and Defence from 1940 until 1956),1907-1917,Sir C. Alexander Harris,"K.C.M.G., C.B., C.V.O."
292,Head of General Department (and Defence from 1940 until 1956),1917-1919,Terence C. Macnaghten,"C.M.G., C.B.E."
293,Head of General Department (and Defence from 1940 until 1956),1919-1926,Alexander Fiddian,
294,Head of General Department (and Defence from 1940 until 1956),1926-1928,Owen G.R. Williams,C.M.G.
295,Head of General Department (and Defence from 1940 until 1956),1928-1930,Alexander Fiddian,
296,Head of General Department (and Defence from 1940 until 1956),1929-1937,Roland V. Vernon,C.B.
297,Head of General Department (and Defence from 1940 until 1956),1937-1939,Sir John A. Calder,K.C.M.G.
298,Head of General Department (and Defence from 1940 until 1956),1939-1940,Edmund B. Boyd,"C.M.G., C.V.O."
299,Head of General Department (and Defence from 1940 until 1956),1940-1942,Sir John A. Calder,K.C.M.G.
300,Head of General Department (and Defence from 1940 until 1956),194_-1948,Andrew B. Acheson,C.M.G.
301,Head of General Department (and Defence from 1940 until 1956),1948-1953,Trafford Smith,C.M.G.
302,Head of General Department (and Defence from 1940 until 1956),1953-1956,John S. Bennett,C.M.G.
303,Head of General Department (and Defence from 1940 until 1956),1956-1959,Ian B. Watt,C.M.G.
304,"Head of Defence Department (Defence, Intelligence and Security Department from 1961 until 1963; Defence and Intelligence Department from 1965 until 1966)",1956-1959,Archibald Campbell,C.M.G.
305,"Head of Defence Department (Defence, Intelligence and Security Department from 1961 until 1963; Defence and Intelligence Department from 1965 until 1966)",1959-1961,R.J. Vile,
306,"Head of Defence Department (Defence, Intelligence and Security Department from 1961 until 1963; Defence and Intelligence Department from 1965 until 1966)",1961-1963,J.N.A. Armitage-Smith,
307,"Head of Defence Department (Defence, Intelligence and Security Department from 1961 until 1963; Defence and Intelligence Department from 1965 until 1966)",1965-1966,Robert M. Blaikley,
308,Head of Intelligence and Security Department (until 1955 until 1961),1955-1960,Sir N. Duncan Watson,K.C.M.G.
309,Head of Intelligence and Security Department (until 1955 until 1961),1960-1961,J.N.A. Armitage-Smith,
310,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1946-1947,John S. Bennett,C.M.G.
311,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1947-1951,Sir Arthur N. Galsworthy,K.C.M.G.
312,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1951-1954,Barry O.B. Gidden,C.M.G.
313,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1954-1955,William A.C. Mathieson,"C.B., C.M.G., M.B.E."
314,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1955-1957,John E. Marnham,"C.M.G., M.C., T.D."
315,Head of International Relations Department (from 194_; International Relations A Department from 1950 until 195_; International Relations and General Department from 1961),1957-1966,Thomas C. Jerrom,
316,Head of International Relations B Department (from 1950 until 1953),1950-1951,Walter I.J. Wallace,"C.M.G., O.B.E."
317,Head of International Relations B Department (from 1950 until 1953),1951-1953,William A. Morris,C.M.G.
318,Head of Constitutional Planning Department (from 1965),1965-1966,John W. Stacpoole,
319,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1934-1939,Sir Gerard L. M. Clauson,"K.C.M.G., O.B.E."
320,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1939-1940,Sir John A. Calder,K.C.M.G.
321,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1940-1944,Sir Sydney Caine,K.C.M.G.
322,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1947-1948,Kenneth E. Robinson,C.B.E.
323,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1948-1957,Aaron Emanuel,C.M.G.
324,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1957-1961,Thomas B. Williamson,C.M.G.
325,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1961-1963,William A. Morris,C.M.G.
326,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1963-1964,John S. Bennett,C.M.G.
327,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1964-1965,G.W. Jamieson,
328,"Head of Economic Department (from 1934 until 194_; Economic Intelligence and Planning from 1947 until 1948; Economic General Department from 1948 until 195_, from 1961 until 1963 and from 1964 until 1965; Economic General A Department from 1957 until 1962; Economic General and Social Services Department from 1963 until 1964; Economic Department from 1965 until 1966)",1965-1966,Sir Kenneth C. Christofas,"K.C.M.G., M.B.E."
329,Head of Economic General B Department (from 1957 until 1962),1957-1962,James W. Vernon,C.M.G.
330,Head of Economic Relations Department (from 1948 until 1949 and from 1962 until 1964; Economic Relations A Department from 1949 until 195_ until 1964),1948-1950,Sir Eugene Melville,K.C.M.G.
331,Head of Economic Relations Department (from 1948 until 1949 and from 1962 until 1964; Economic Relations A Department from 1949 until 195_ until 1964),1950-1951,William A.C. Mathieson,"C.B., C.M.G., M.B.E."
332,Head of Economic Relations Department (from 1948 until 1949 and from 1962 until 1964; Economic Relations A Department from 1949 until 195_ until 1964),1951-1952,John E. Marnham,"C.M.G., M.C., T.D."
333,Head of Economic Relations Department (from 1948 until 1949 and from 1962 until 1964; Economic Relations A Department from 1949 until 195_ until 1964),1962-1964,James W. Vernon,C.M.G.
334,Head of Economic Relations B Department (from 1949 until 1952),1950-1952,William A. Morris,C.M.G.
335,Head of Marketing Department (from 194_),1946-1948,Sir Eugene Melville,K.C.M.G.
336,Head of Production Department (from 194_; Production and Marketing Department A from 19_ until 1961),1944-1947,Sir W.B. Leslie Monson,"K.C.M.G., C.B."
337,Head of Production Department (from 194_; Production and Marketing Department A from 19_ until 1961),1947-1951,Thomas B. Williamson,C.M.G.
338,Head of Production Department (from 194_; Production and Marketing Department A from 19_ until 1961),1951-1954,S. John E. Southgate,
339,Head of Production Department (from 194_; Production and Marketing Department A from 19_ until 1961),1954-1957,James W. Vernon,C.M.G.
340,Head of Production Department (from 194_; Production and Marketing Department A from 19_ until 1961),1957-1961,William A. Morris,C.M.G.
341,Head of Production and Marketing B Department from 19_ until 1961),1948-1951,Norman L. Mayle,C.M.G.
342,Head of Production and Marketing B Department from 19_ until 1961),1951-1956,Hugh A. Harding,C.M.G.
343,Head of Production and Marketing B Department from 19_ until 1961),1956-1961,John M. Kisch,C.M.G.
344,Head of Commercial Relations and Supplies Department (until 1955; Supplies Department until 1954),19_-1948,T.W. Davies,
345,Head of Commercial Relations and Supplies Department (until 1955; Supplies Department until 1954),1948-1950,William A. Morris,C.M.G.
346,Head of Commercial Relations and Supplies Department (until 1955; Supplies Department until 1954),1950-1955,F. Kennedy,O.B.E.
347,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1939-1940,Sir Gerard L. M. Clauson,"K.C.M.G., O.B.E."
348,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1940,Sir Gerald H. Creasy,"K.C.M.G., O.B.E."
349,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1942-1948,Kenneth W. Blaxter,C.M.G.
350,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1948-1950,Sir Maurice H. Dorman,"G.C.M.G., G.C.V.O."
351,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1950-1952,Fernley D. Webber,"C.M.G., M.C., T.D."
352,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1953-1959,J. Kenneth Thompson,C.M.G.
353,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1959-1961,D.M. Smith,
354,"Head of Social Services Department (from 1939 until 1940, from 1943 until 1948 and from 1961 until 1963; Colonial Development and Social Services Department from 1940 until 1943; Social Services A Department from 1948 until 1961)",1961-1963,John S. Bennett,C.M.G.
355,Head of Social Services B Department (from 1948 until 1961),1948-1950,Caryll A. Grossmith,"C.M.G., O.B.E."
356,Head of Social Services B Department (from 1948 until 1961),1950-1955,Sir N. Duncan Watson,K.C.M.G.
357,Head of Social Services B Department (from 1948 until 1961),1955-1957,Owen H. Morris,"C.B., C.M.G."
358,Head of Social Services B Department (from 1948 until 1961),1957-1961,John S. Bennett,C.M.G.
359,Head of Colonial Service Department (from 1930; and Establishment Officer (until 1939),1930-1939,Sir Charles J. Jeffries,"K.C.M.G., O.B.E."
360,Head of Colonial Service Department (from 1930; and Establishment Officer (until 1939),1939-1943,Sir Thomas I.K. Lloyd,"G.C.M.G., K.C.B."
361,Head of Personnel (Recruiting and Training) Department (from 1931),1931-1948,Major Sir Ralph D. Furse,"K.C.M.G., D.S.O."
362,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1946-1947,Ambler R. Thomas,C.M.G.
363,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1947-1948,Edward R. Edmonds,C.M.G.
364,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1948-1953,A. Francis Newbolt,C.M.G.
365,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1953-1956,Kenneth W. Blaxter,C.M.G.
366,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1956-1959,Hugh A. Harding,C.M.G.
367,Head of Colonial/Overseas Service A Department (Recruitment) (from 194_ until 196_),1959-1961,Maurice G. Smith,
368,Head of Colonial/Overseas Service B Department (Conditions of Service) (from 194_ until 1962),194_-1948,R.A. Whittle,"C.B.E., M.C."
369,Head of Colonial/Overseas Service B Department (Conditions of Service) (from 194_ until 1962),1948-1953,Kenneth W. Blaxter,C.M.G.
370,Head of Colonial/Overseas Service B Department (Conditions of Service) (from 194_ until 1962),1953-1955,R.A. Whittle,"C.B.E., M.C."
371,Head of Colonial/Overseas Service B Department (Conditions of Service) (from 194_ until 1962),1955-1962,Alexander D. Garson,C.M.G.
372,Head of Overseas Service C Department (Appointments) (until 1961),194_-1955,Alexander D. Garson,C.M.G.
373,Head of Overseas Service C Department (Appointments) (until 1961),1956-1961,William D. Sweaney,C.M.G.
374,Head of Overseas Service D Department (Appointments) (until 1961),1948-1953,R.A. Whittle,"C.B.E., M.C."
375,Head of Overseas Service D Department (Appointments) (until 1961),1953-1961,Edward R. Edmonds,C.M.G.
376,Head of Overseas Service E Department (Appointments) (until 1954),1948-1953,Edward R. Edmonds,C.M.G.
377,Director of Research (from 194_ until 1963),1944-1947,Charles Y. Carstairs,C.M.G.
378,Director of Research (from 194_ until 1963),1947-1952,John G. Hibbert,"C.M.G., M.C."
379,Director of Research (from 194_ until 1963),1952-1961,Charles E. Lambert,C.M.G.
380,Director of Research (from 194_ until 1963),1961-1963,William A.C. Mathieson,"C.B., C.M.G., M.B.E."
381,Head of Establishments and Organization Department (from 1939),1939-194_,Frederick J. Howard,O.B.E.
382,Head of Establishments and Organization Department (from 1939),194_-1946,Samuel Robinson,C.M.G.
383,Head of Establishments and Organization Department (from 1939),1946-1950,Sir Philip Rogers,"G.C.B., C.M.G."
384,Head of Establishments and Organization Department (from 1939),1950-1952,Ambler R. Thomas,C.M.G.
385,Head of Establishments and Organization Department (from 1939),1952-1958,Fernley D. Webber,"C.M.G., M.C., T.D."
386,Head of Establishments and Organization Department (from 1939),1958-1965,Barry O.B. Gidden,C.M.G.
387,Head of Establishments and Organization Department (from 1939),1965-1966,Harold P. Hall,"C.M.G., M.B.E."
388,Head of Finance Department (from 194_),1943-1947,John B. Williams,C.M.G.
389,Head of Finance Department (from 194_),1947-1948,H.R. Butters,
390,Head of Finance Department (from 194_),1948-1954,Henry T. Bourdillon,C.M.G.
391,Head of Finance Department (from 194_),1954-1956,Sir Arthur N. Galsworthy,K.C.M.G.
392,Head of Finance Department (from 194_),1956-1959,R.J. Vile,
393,Head of Finance Department (from 194_),1959-1962,Hugh A. Harding,C.M.G.
394,Head of Finance Department (from 194_),1962-1963,John D. Higham,C.M.G.
395,Head of Finance Department (from 194_),1963-1966,Donald J. Kirkness,C.B.
396,Head of Communications Department (from 194_),1943-1957,Wilfred J. Bigg,C.M.G.
397,Head of Communications Department (from 194_),1957-1965,A.H. Sheffield,
398,Head of Communications Department (from 194_),1965-1966,S.P. Whitley,
399,Head of Information Department (from 1942),1942-1947,Noel J.B. Sabine,
