,Position,date,persName,roleName
776,Assistant Under-Secretary/Director. Change Management (from 1995 until 1997),1995-1997,David S. Broucher,
777,"Director, General Services/Chief Executive, Services",1996-2001,Roy E. Dibble,
778,"Director, General Services/Chief Executive, Services",2001-2006,Stephen P. Sage,
779,"Director, General Services/Chief Executive, Services",2006-2015,Christopher Moxey,
780,"Director, General Services/Chief Executive, Services",2015-,Daniel Payne,
781,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2002-2004,"Sir Simon J. Fraser, G.C.M.G",
782,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2004-2007,Dame Anne F. Pringle,D.C.M.G.
783,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2008-2010,David G.H. Frost,C.M.G.
784,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2010,Hon. Peter M.A. Wilson,C.M.G.
785,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2011-2013,Alexander W. Ellis,C.M.G.
786,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2013-2017,Peter Hill,
787,"Director, Strategy (and Innovation/Information), Policy Planning and Analysis; Policy (from in 201_)",2017-,Liane Saunders,
788,"Director, Consular Services (from 2000)",2000-2003,James W. Watt,C.V.O.
789,"Director, Consular Services (from 2000)",2003-2006,Paul R. Sizeland,C.M.G.
790,"Director, Consular Services (from 2000)",2006-2008,Robert N.P. Macaire,C.M.G.
791,"Director, Consular Services (from 2000)",2008-2011,Julian N. Braithwaite,
792,"Director, Consular Services (from 2000)",2011-2014,Charles J. Hay,M.V.O.
793,"Director, Consular Services (from 2000)",2014-2016,Joanna Roper,C.M.G.
794,"Director, Consular Services (from 2000)",2016-,Julia M. Longbottom,
795,"Director, U.K. Visas (Joint Entry Clearance Unit until 2002)",200_-2002,Robert E. Brinkley,C.M.G.
796,"Director, U.K. Visas (Joint Entry Clearance Unit until 2002)",2002-2006,Robin A. Barnett,C.M.G.
797,"Director, Migration",2005-2007,Dame Denise M. Holt,D.C.M.G.
798,"Director, Migration",2007-2009,Dame Judith A. Macgregor,"D.C.M.G., L.V.O."
799,"Director, Migration",2009-2011,Peter E. Jones,
800,"Director, Migration",2011-2013,Susannah K. Simon,
801,"Director, Migration",2013-,James L. Sharp,
802,Director of Estates and Security (from 2004),2004-2008,Geoffrey C. Gillham,
803,Director of Estates and Security (from 2004),2009-2012,Alan Croney,
804,Director of Estates and Security (from 2004),2010-2015,David S. Cairns,
805,Director of Estates and Security (from 2004),2015-2017,Corin J.S. Robertson,
806,Director of Estates and Security (from 2004),2017-,Edward A.B. Hobart,
807,Director of Corporate Services (from 2008 until 2012),2008-2011,Andrew Lloyd,M.B.E.
808,Director of Corporate Services (from 2008 until 2012),2011-2012,David S. Cairns,
809,Director of Communications,1925-1940,Harold E. Eastwood,C.M.G.
810,Director of Communications,1947-1955,Brigadier Sir Richard Gambier-Parry,K.C.M.G.
811,Director of Communications,_,Major-General Sir William A. Scott,"K.C.M.G., C.B., O.B.E."
812,Director of Communications,_,E.F. Maltby,C.B.E.
813,Director of Communications,1965-1969,William J. Sharpe,C.B.E.
814,Director of Communications,1969-1971,R.W. Snelling,
815,Director of Communications,1971-1974,Keith R. Oakeshott,C.M.G.
816,Director of Communications,1974-1978,Kenneth R.C. Pridham,C.M.G.
817,Director of Communications,1978-1981,Sir Frank Mills,"K.C.V.O., C.M.G."
818,Director of Communications,1981-1984,"Sir Stephen J. Barrett, K.C.M.G",
819,Director of Communications,1985-1989,Ian S. Winchester,C.M.G.
820,Director of Communications,1989-1996,Jeffrey Ling,C.M.G.
821,Director of Communications,2004-2006,John Williams,
822,Director of Communications,2006-2008,Lucian J. Hudson,
823,Director of Communications,2008-2010,Ian Hargreaves,
824,Director of Communications,2010-2011,Andrew Whyte,
825,Director of Communications,2013-2017,Hugh S. Elliott,
826,Director of Communications,2017-,Helen Bower-Easton,
827,Superintendent of the Commercial and Consular Department (from 1866 until Controller of Commercial and Consular Affairs (from 1912 until 1919),1866-1869,Hon. C.W. Thomas Spring Rice,
828,Superintendent of the Commercial and Consular Department (from 1866 until Controller of Commercial and Consular Affairs (from 1912 until 1919),1869-1872,William H. Wylde,C.M.G.
829,Superintendent of the Commercial and Consular Department (from 1866 until Controller of Commercial and Consular Affairs (from 1912 until 1919),1912-1916,Sir W. Algernon C. Law,"K.C.M.G., C.B."
830,Superintendent of the Commercial and Consular Department (from 1866 until Controller of Commercial and Consular Affairs (from 1912 until 1919),1916-1919,Sir Victor A.A.H. Wellesley,"K.C.M.G., C.B."
831,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1950-1953,Sir Oscar C. Morland,"G.B.E., K.C.M.G."
832,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1963-1964,Sir Peter A. Wilkinson,"K.C.M.G., D.S.O., O.B.E."
833,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1964-1967,Sir Denis S. Laskey,"K.C.M.G., C.V.O."
834,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1968-1971,Sir John A. Thomson,G.C.M.G.
835,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1971-1975,Sir Percy Cradock,G.C.M.G.
836,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1971-1973,Sir Robert L. Wade-Gery,"K.C.M.G., K.C.V.O."
837,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1976-1978,Sir Peregrine A. Rhodes,K.C.M.G.
838,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1978-1981,Peter M. Maxey,C.M.G.
839,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1981-1984,Robert J. O’Neill,C.M.G.
840,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1984-1986,Martin R. Morland,C.M.G.
841,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1986-1988,Sir Peter E. Hall,"K.B.E., C.M.G."
842,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1988-1991,Sir A. Christopher D.S. MacRae,K.C.M.G.
843,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1991-1993,Gordon S. Barrass,C.M.G.
844,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1993-1995,Sir Anthony C. Galsworthy,K.C.M.G.
845,"Assistant Under-Secretary (Assessments Staff), Cabinet Office",1998-2000,Sir Richard H.T. Gozney,"K.C.M.G., C.V.O."
846,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1887-1913,Hon. Sir Richard C. Moreton,K.C.V.O.
847,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1911-1933,Sir C. Hubert Montgomery,"K.C.M.G., K.C.V.O., C.B."
848,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1936-1945,Sir John B. Monck,"G.C.V.O., C.M.G."
849,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1946-1957,Sir Marcus J. Cheke,K.C.V.O.
850,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1957-1965,Dugald Malcolm,"C.M.G., C.V.O., T.D."
851,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1965-1972,Sir A. Lees Mayall,"K.C.V.O., C.M.G."
852,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1972-1975,Sir John N.O. Curle,"K.C.V.O., C.M.G."
853,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1975-1982,Sir Roger Houssemayne du Boulay,"K.C.V.O., C.M.G."
854,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1982-1986,Lord Wraxall,"K.C.V.O., C.M.G."
855,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1986-1991,Sir Roger B.R. Hervey,"K.C.V.O., C.M.G."
856,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1991-1996,Sir Anthony St.J. H. Figgis,"K.C.V.O., C.M.G."
857,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1996-1999,Philip S. Astley,C.V.O.
858,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",1999-2002,Kathryn F. Colvin,C.V.O.
859,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2002-2006,Charles R.L. de Chassiron,C.V.O.
860,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2006-2009,Sarah Gillett,"C.M.G., M.V.O."
861,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2009-2012,Simon C. Martin,C.M.G.
862,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2012-2015,Anna Clunes,
863,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2015,Catherine E. Nettleton,"C.M.G., O.B.E."
864,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2015-2017,Julian A. Evans,
865,"Vice-Marshal of the Diplomatic Corps (Marshal of the Ceremonies until 1920; and Assistant Under-Secretary (Protocol from 19_ until 1999, Head of the Protocol and Conference Department from 1951 until 1957 and from 1961 until 1983, Head of the Protocol Department from 1983 until 1985, Head of Protocol Division from 1999 until 2006; Director of Protocol from 2006)",2017-,Neil Holland,
866,Senior Clerks (from 1822 until 1852),1822-1851,"John Bidwell, sen.",
867,Senior Clerks (from 1822 until 1852),1822-1845,James Bandinel,
868,Senior Clerks (from 1822 until 1852),1822-1824,Thomas Bidwell,
869,Senior Clerks (from 1822 until 1852),1822-1824,Charles R. Broughton,
870,Senior Clerks (from 1822 until 1852),1824-1839,Hon. Frederick G. Byng,
871,Senior Clerks (from 1822 until 1852),1824-1834,Henry J. Rolleston,
872,Senior Clerks (from 1822 until 1852),1834-1841,George Lenox Conyngham,
873,Senior Clerks (from 1822 until 1852),1839-1857,Thomas Staveley,
874,Senior Clerks (from 1822 until 1852),1841-1859,Thomas L. Ward,
875,Senior Clerks (from 1822 until 1852),1841-1854,Richard C. Mellish,
876,Senior Clerks (from 1822 until 1852),1841-1854,Rt. Hon. Lord Hammond,
877,Senior Clerks (from 1822 until 1852),1845-1859,Adolphus K. Oom,
878,Senior Clerks (from 1822 until 1852),1851-1858,James Murray,
879,"Head of French Department (subsumed into Western Department in 1882; responsibility also for the U.S.A. and Central America until 1854; for Greece until 1857; for Switzerland, and Italy from 1865; took over responsibility for Spain and Portugal in 1881)",1841-1851,Thomas L. Ward,
880,"Head of French Department (subsumed into Western Department in 1882; responsibility also for the U.S.A. and Central America until 1854; for Greece until 1857; for Switzerland, and Italy from 1865; took over responsibility for Spain and Portugal in 1881)",1851-1855,James Murray,
881,"Head of French Department (subsumed into Western Department in 1882; responsibility also for the U.S.A. and Central America until 1854; for Greece until 1857; for Switzerland, and Italy from 1865; took over responsibility for Spain and Portugal in 1881)",1855-1856,William H. Wylde,
882,"Head of French Department (subsumed into Western Department in 1882; responsibility also for the U.S.A. and Central America until 1854; for Greece until 1857; for Switzerland, and Italy from 1865; took over responsibility for Spain and Portugal in 1881)",1856-1860,Richard G. Wellesley,
883,"Head of French Department (subsumed into Western Department in 1882; responsibility also for the U.S.A. and Central America until 1854; for Greece until 1857; for Switzerland, and Italy from 1865; took over responsibility for Spain and Portugal in 1881)",1860-1882,Thomas G. Staveley,
884,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1841-1854,Richard C. Mellish,
885,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1855-1858,James Murray,
886,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1859,Adolphus K. Oom,
887,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1859-1860,"John Bidwell, junior",
888,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1860,Greville Morier,
889,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1860-1872,"John Bidwell, junior",
890,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1872-1873,Lord Vivian,"G.C.M.G., C.B."
891,"Head of German Department (subsumed into Western Department in 1882; responsibility for German States, Austria, Denmark, the Low Countries until 1856 and from 186_ and Sweden until 1856 and from 1865)",1873-1882,Sir H. Percy Anderson,"K.C.B., K.C.M.G."
892,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1845-1857,Adolphus K. Oom,
893,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1857-1865,Hon. C. W. Thomas Spring Rice,
894,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1865-1868,Greville Morier,
895,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1868-1872,Hon. Edward S. Gifford,
896,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1872-1873,Sir T. Villiers Lister,K.C.M.G.
897,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1873-1877,John W.G. Woodford,
898,"Head of Spanish Department (disestablished in 1881; responsibility for Spain, Portugal, and South America, also for the Low Countries from 1856 until 186_)",1877-1881,James E.B. Dashwood,
899,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1841-1854,Rt. Hon. Lord Hammond,G.C.B.
900,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1854-1863,Henry F. Forster,
901,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1863-1865,J. Croker Pennell,
902,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1865-1872,John Boger Hole,
903,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1872-1877,James E.B. Dashwood,
904,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1877-1878,Rt. Hon. Lord Currie,G.C.B.
905,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1878-1880,"Sir Harry S.C. Clarke Jervoise, Bt.",
906,"Head of Turkish Department (Russian and Turkish until 1857 and from 1865; subsumed into Eastern Department in 1882; responsibility also for Persia, Italy and China until 1854, and Greece from 1865 )",1880-1882,Rt. Hon. Lord Currie,G.C.B.
907,"Head of Russian Department (established in 1857; responsibility also for Italy, Greece and Sweden; merged with Turkish Department in 1865)",1857-1859,Sir Francis Beilby Alston,K.C.M.G.
908,"Head of Russian Department (established in 1857; responsibility also for Italy, Greece and Sweden; merged with Turkish Department in 1865)",1859-1860,Augustus L. Coles,
909,"Head of Russian Department (established in 1857; responsibility also for Italy, Greece and Sweden; merged with Turkish Department in 1865)",1860-1865,Greville Morier,
910,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1882-1885,Thomas G. Staveley,
911,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1885-1890,Henry A.W. Hervey,C.B.
912,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1890-1896,"Sir George E. Dallas, Bt.",
913,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1896-1899,Everard W. Wylde,C.M.G.
914,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1899-1900,Harry de la B. R. Farnall,"C.B., C.M.G."
915,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1900-1906,Charles A. Hopwood,C.B.
916,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1906-1912,Sir Eyre A.B.W. Crowe,"G.C.B., G.C.M.G."
917,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1912-1913,Rt. Hon. Sir George R. Clerk,"G.C.M.G., C.B."
918,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1913-191_,Sir Rowland A.C. Sperling,"K.C.M.G., C.B."
919,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1914-1918,Rt. Hon. Sir George R. Clerk,"G.C.M.G., C.B."
920,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1919-1920,Hon. Charles H. Tufton,C.M.G.
921,"Head of Western Department (established in 1882 with responsibility for all of Western, Central and Northern Europe until 1914; merged with Eastern Department to form the War Department from 1914 until 1919; League of Nations. General and Western Department established in 1919 with responsibility for Western Europe; relinquished responsibility for France and the Low Countries to the Central Department in 1933; disestablished in 1939 when responsibility for the Iberian Peninsula passed to the Central Department; reestablished as the Western Department in 1944 and again in 1954; Western and Southern from 1952 until 1954; responsibilities subsumed within the Central Department between 1962 and 1963; Western European Department from 1968 until 199_; Central and North-West Europe from 199_ until 2003)",1921-1928,Gerald Hyde Villiers,C.M.G.
